machine_name,node_id,timestamp,voltage_l1,voltage_l2,voltage_l3,current_l1,current_l2,current_l3,active_power_kw,kwh,kvarh,pf,temperature,vibration,co2_ppm
SARA Mill,TX-SARA,2026-03-11T20:33:14.187Z,401.5,399.9,398.6,15.38,17.57,19.53,20.98,399.867,39.987,0.87,55.8,1.36,451
Compressor Array,D-003,2026-03-11T20:33:14.187Z,395.5,395.4,396.2,16.67,19.86,17.56,21.40,294.438,29.444,0.86,43.4,1.68,405
JMS Industrial,TX-JMS,2026-03-11T20:38:14.187Z,403.0,399.6,395.5,15.88,16.92,17.17,19.95,371.485,37.149,0.93,62.8,0.33,426
EBOOT CNC,TX-EBOOT,2026-03-11T20:38:14.187Z,401.2,396.0,397.8,17.24,17.45,16.27,20.30,337.578,33.758,0.91,59.6,0.87,416
SARA Mill,TX-SARA,2026-03-11T20:38:14.187Z,398.6,395.2,402.2,15.11,16.58,16.92,19.38,401.482,40.148,0.94,59.9,0.57,412
Compressor Array,D-003,2026-03-11T20:38:14.187Z,403.5,404.5,398.1,17.42,16.83,15.67,20.08,296.111,29.611,0.89,58.6,1.94,459
JMS Industrial,TX-JMS,2026-03-11T20:43:14.187Z,398.0,396.3,395.6,16.10,18.04,17.93,20.65,373.206,37.321,0.88,59.9,1.53,445
EBOOT CNC,TX-EBOOT,2026-03-11T20:43:14.187Z,400.4,402.1,401.1,19.89,17.26,16.01,21.33,339.356,33.936,0.88,66.2,1.76,497
SARA Mill,TX-SARA,2026-03-11T20:43:14.187Z,395.4,401.3,397.6,19.62,16.59,19.74,22.27,403.338,40.334,0.94,57.3,0.97,420
Compressor Array,D-003,2026-03-11T20:43:14.187Z,397.3,402.4,401.4,19.21,17.60,15.39,20.89,297.851,29.785,0.93,51.3,1.70,437
JMS Industrial,TX-JMS,2026-03-11T20:48:14.187Z,404.9,402.5,403.3,17.02,15.07,17.42,19.99,374.872,37.487,0.95,64.9,1.42,427
EBOOT CNC,TX-EBOOT,2026-03-11T20:48:14.187Z,396.9,395.8,403.4,17.72,18.31,15.17,20.40,341.056,34.106,0.93,43.7,1.62,420
SARA Mill,TX-SARA,2026-03-11T20:48:14.187Z,404.8,398.1,404.7,16.06,19.74,15.85,20.78,405.069,40.507,0.95,64.6,2.01,464
Compressor Array,D-003,2026-03-11T20:48:14.187Z,396.9,399.6,401.6,18.59,16.10,18.64,21.29,299.626,29.963,0.93,40.3,1.46,432
JMS Industrial,TX-JMS,2026-03-11T20:53:14.187Z,403.1,402.8,399.2,18.94,17.49,15.47,20.85,376.610,37.661,0.88,61.9,0.43,439
EBOOT CNC,TX-EBOOT,2026-03-11T20:53:14.187Z,403.6,404.7,403.2,17.89,17.31,15.34,20.41,342.757,34.276,0.95,67.0,2.02,434
SARA Mill,TX-SARA,2026-03-11T20:53:14.187Z,399.2,403.8,402.5,17.82,19.92,17.21,22.09,406.910,40.691,0.90,58.1,0.91,465
Compressor Array,D-003,2026-03-11T20:53:14.187Z,401.9,400.5,401.4,19.38,16.74,17.65,21.58,301.424,30.142,0.89,67.1,1.96,415
JMS Industrial,TX-JMS,2026-03-11T20:58:14.187Z,395.6,398.5,395.5,17.22,17.00,19.18,21.18,378.374,37.837,0.89,48.0,1.60,486
EBOOT CNC,TX-EBOOT,2026-03-11T20:58:14.187Z,403.8,401.8,403.9,16.84,19.47,15.87,21.03,344.509,34.451,0.85,54.5,0.45,409
SARA Mill,TX-SARA,2026-03-11T20:58:14.187Z,399.8,397.4,395.6,18.25,18.59,16.48,21.21,408.677,40.868,0.87,52.3,1.88,479
Compressor Array,D-003,2026-03-11T20:58:14.187Z,396.3,399.3,398.9,17.98,17.81,16.26,20.73,303.151,30.315,0.94,54.2,0.42,465
JMS Industrial,TX-JMS,2026-03-11T21:03:14.187Z,397.0,397.3,400.3,15.93,15.99,19.84,20.62,380.093,38.009,0.94,55.4,0.79,404
EBOOT CNC,TX-EBOOT,2026-03-11T21:03:14.187Z,396.2,401.0,395.3,15.21,18.65,18.03,20.63,346.229,34.623,0.87,43.4,0.35,467
SARA Mill,TX-SARA,2026-03-11T21:03:14.187Z,401.6,403.8,404.7,16.13,18.70,17.17,20.98,410.425,41.043,0.86,57.6,1.73,473
Compressor Array,D-003,2026-03-11T21:03:14.187Z,403.2,396.5,403.0,17.61,18.62,19.68,22.41,305.019,30.502,0.91,52.2,1.46,450
JMS Industrial,TX-JMS,2026-03-11T21:08:14.187Z,404.6,395.3,400.7,18.89,19.11,18.06,22.43,381.962,38.196,0.88,69.5,1.87,424
EBOOT CNC,TX-EBOOT,2026-03-11T21:08:14.187Z,400.4,397.4,398.7,15.91,15.81,18.67,20.10,347.904,34.790,0.87,54.5,2.13,403
SARA Mill,TX-SARA,2026-03-11T21:08:14.187Z,396.8,403.0,400.6,15.22,15.59,18.67,19.80,412.075,41.208,0.95,43.7,0.22,436
Compressor Array,D-003,2026-03-11T21:08:14.187Z,397.4,398.6,395.6,19.81,17.59,18.93,22.37,306.883,30.688,0.88,68.8,0.79,494
JMS Industrial,TX-JMS,2026-03-11T21:13:14.187Z,397.3,404.1,397.2,18.46,18.67,18.21,22.11,383.804,38.380,0.87,67.5,1.70,479
EBOOT CNC,TX-EBOOT,2026-03-11T21:13:14.187Z,402.8,396.4,397.2,17.27,18.05,18.34,21.40,349.687,34.969,0.93,58.1,1.27,471
SARA Mill,TX-SARA,2026-03-11T21:13:14.187Z,395.8,402.3,397.0,16.42,15.51,19.34,20.42,413.777,41.378,0.90,51.9,0.94,445
Compressor Array,D-003,2026-03-11T21:13:14.187Z,395.7,398.8,395.3,16.31,18.06,17.08,20.41,308.584,30.858,0.89,57.3,0.49,421
JMS Industrial,TX-JMS,2026-03-11T21:18:14.187Z,395.2,401.9,397.1,17.55,16.50,18.13,20.77,385.535,38.554,0.87,61.9,0.30,418
EBOOT CNC,TX-EBOOT,2026-03-11T21:18:14.187Z,404.4,398.9,396.7,19.35,16.10,16.42,20.76,351.417,35.142,0.86,56.1,0.51,468
SARA Mill,TX-SARA,2026-03-11T21:18:14.187Z,396.6,404.9,395.3,19.40,19.86,16.14,22.11,415.619,41.562,0.89,49.3,2.05,434
Compressor Array,D-003,2026-03-11T21:18:14.187Z,402.5,399.7,402.2,16.10,17.29,15.91,19.79,310.233,31.023,0.93,63.4,0.36,408
JMS Industrial,TX-JMS,2026-03-11T21:23:14.187Z,397.2,396.2,395.2,17.22,16.24,15.74,19.49,387.159,38.716,0.88,42.7,0.44,479
EBOOT CNC,TX-EBOOT,2026-03-11T21:23:14.187Z,399.8,398.5,399.7,18.48,15.98,16.92,20.52,353.127,35.313,0.94,41.7,0.65,447
SARA Mill,TX-SARA,2026-03-11T21:23:14.187Z,396.1,397.9,397.5,17.04,17.63,18.47,21.11,417.378,41.738,0.94,69.8,2.14,449
Compressor Array,D-003,2026-03-11T21:23:14.187Z,395.4,404.9,397.0,15.97,18.15,16.79,20.33,311.927,31.193,0.94,44.9,1.30,444
JMS Industrial,TX-JMS,2026-03-11T21:28:14.187Z,400.1,395.4,404.2,16.04,15.01,17.75,19.53,388.787,38.879,0.94,61.2,1.38,423
EBOOT CNC,TX-EBOOT,2026-03-11T21:28:14.187Z,395.7,399.5,399.9,16.40,18.42,16.55,20.47,354.832,35.483,0.95,55.4,1.69,456
SARA Mill,TX-SARA,2026-03-11T21:28:14.187Z,404.1,402.4,403.8,17.94,18.53,18.05,21.99,419.211,41.921,0.88,45.5,0.41,481
Compressor Array,D-003,2026-03-11T21:28:14.187Z,401.7,403.8,404.0,16.59,19.85,17.00,21.55,313.722,31.372,0.90,42.8,1.83,459
JMS Industrial,TX-JMS,2026-03-11T21:33:14.187Z,398.2,398.3,400.9,19.76,18.56,17.70,22.35,390.650,39.065,0.91,53.6,1.60,468
EBOOT CNC,TX-EBOOT,2026-03-11T21:33:14.187Z,398.5,404.5,397.3,18.69,18.57,16.50,21.52,356.625,35.663,0.85,45.7,0.42,477
SARA Mill,TX-SARA,2026-03-11T21:33:14.187Z,403.2,396.4,403.7,16.80,18.41,17.05,20.96,420.958,42.096,0.93,58.1,2.04,467
Compressor Array,D-003,2026-03-11T21:33:14.187Z,403.8,398.3,397.5,16.44,16.33,15.02,19.11,315.315,31.532,0.92,43.9,2.12,489
JMS Industrial,TX-JMS,2026-03-11T21:38:14.187Z,401.4,402.5,398.8,19.19,15.64,15.18,20.05,392.321,39.232,0.89,57.7,1.14,401
EBOOT CNC,TX-EBOOT,2026-03-11T21:38:14.187Z,397.7,402.4,401.0,17.54,15.65,17.36,20.24,358.312,35.831,0.91,64.2,0.40,445
SARA Mill,TX-SARA,2026-03-11T21:38:14.187Z,402.9,402.6,402.8,16.75,18.45,16.54,20.84,422.694,42.269,0.91,67.4,0.42,416
Compressor Array,D-003,2026-03-11T21:38:14.187Z,395.8,395.6,403.5,18.13,16.46,17.62,20.80,317.048,31.705,0.89,54.1,1.07,408
JMS Industrial,TX-JMS,2026-03-11T21:43:14.187Z,395.9,397.4,398.8,18.32,16.30,19.06,21.33,394.099,39.410,0.88,57.0,1.29,473
EBOOT CNC,TX-EBOOT,2026-03-11T21:43:14.187Z,397.4,402.0,398.6,16.16,17.55,18.29,20.77,360.042,36.004,0.92,45.0,1.80,463
SARA Mill,TX-SARA,2026-03-11T21:43:14.187Z,400.5,399.6,404.9,16.99,19.32,16.19,21.08,424.451,42.445,0.92,60.1,0.99,421
Compressor Array,D-003,2026-03-11T21:43:14.187Z,397.2,404.6,399.0,18.27,17.17,17.61,21.23,318.818,31.882,0.91,52.6,1.29,415
JMS Industrial,TX-JMS,2026-03-11T21:48:14.187Z,396.8,399.6,396.3,15.99,16.53,19.67,20.74,395.827,39.583,0.85,60.8,2.07,414
EBOOT CNC,TX-EBOOT,2026-03-11T21:48:14.187Z,399.2,398.4,402.0,18.96,15.26,18.95,21.26,361.814,36.181,0.89,48.9,2.18,420
SARA Mill,TX-SARA,2026-03-11T21:48:14.187Z,401.6,397.5,399.0,15.44,19.56,17.97,21.15,426.213,42.621,0.85,63.9,0.51,445
Compressor Array,D-003,2026-03-11T21:48:14.187Z,404.7,399.2,400.4,17.26,18.48,16.67,21.04,320.571,32.057,0.93,65.2,2.00,482
JMS Industrial,TX-JMS,2026-03-11T21:53:14.187Z,404.1,399.1,395.8,15.85,17.19,16.64,19.85,397.481,39.748,0.92,55.1,1.30,483
EBOOT CNC,TX-EBOOT,2026-03-11T21:53:14.187Z,401.5,402.0,403.1,16.73,15.34,17.70,20.02,363.482,36.348,0.87,46.9,2.02,430
SARA Mill,TX-SARA,2026-03-11T21:53:14.187Z,400.6,401.5,401.1,15.30,16.88,19.70,20.81,427.947,42.795,0.93,55.7,1.53,448
Compressor Array,D-003,2026-03-11T21:53:14.187Z,404.3,396.3,403.1,16.49,19.80,17.69,21.65,322.375,32.237,0.93,67.8,0.77,445
JMS Industrial,TX-JMS,2026-03-11T21:58:14.187Z,397.0,397.1,401.7,19.36,15.68,15.19,20.01,399.149,39.915,0.92,46.9,1.95,444
EBOOT CNC,TX-EBOOT,2026-03-11T21:58:14.187Z,400.6,395.0,400.4,19.21,15.36,18.85,21.31,365.258,36.526,0.89,65.2,0.74,486
SARA Mill,TX-SARA,2026-03-11T21:58:14.187Z,403.5,403.3,398.7,15.56,17.78,19.05,21.04,429.701,42.970,0.93,61.1,2.17,418
Compressor Array,D-003,2026-03-11T21:58:14.187Z,397.9,403.9,397.9,15.16,17.05,16.46,19.47,323.997,32.400,0.92,68.4,1.78,452
JMS Industrial,TX-JMS,2026-03-11T22:03:14.187Z,399.7,403.2,403.9,15.11,15.93,17.43,19.50,400.775,40.077,0.87,44.2,1.60,480
EBOOT CNC,TX-EBOOT,2026-03-11T22:03:14.187Z,403.1,401.3,404.2,17.76,19.05,17.07,21.70,367.067,36.707,0.94,53.6,2.15,434
SARA Mill,TX-SARA,2026-03-11T22:03:14.187Z,395.7,401.2,398.3,15.26,18.64,17.09,20.32,431.394,43.139,0.86,48.4,1.96,421
Compressor Array,D-003,2026-03-11T22:03:14.187Z,401.5,400.2,403.4,17.31,16.11,17.17,20.33,325.691,32.569,0.90,56.8,1.18,469
JMS Industrial,TX-JMS,2026-03-11T22:08:14.187Z,404.9,397.1,402.6,15.46,15.27,18.87,19.92,402.435,40.243,0.92,65.4,1.54,456
EBOOT CNC,TX-EBOOT,2026-03-11T22:08:14.187Z,400.9,397.2,404.9,15.64,19.15,16.42,20.53,368.777,36.878,0.87,53.5,0.77,486
SARA Mill,TX-SARA,2026-03-11T22:08:14.187Z,396.6,400.4,395.5,17.51,19.66,17.20,21.62,433.196,43.320,0.89,68.2,1.25,476
Compressor Array,D-003,2026-03-11T22:08:14.187Z,400.8,403.4,395.5,18.87,17.85,15.39,20.85,327.429,32.743,0.92,44.5,0.91,406
JMS Industrial,TX-JMS,2026-03-11T22:13:14.187Z,404.9,399.1,404.0,19.08,19.79,15.81,22.01,404.269,40.427,0.90,52.2,0.24,418
EBOOT CNC,TX-EBOOT,2026-03-11T22:13:14.187Z,395.7,396.0,403.4,18.55,18.08,15.33,20.68,370.501,37.050,0.85,59.9,1.21,495
SARA Mill,TX-SARA,2026-03-11T22:13:14.187Z,404.6,397.4,398.8,15.68,15.24,17.19,19.26,434.800,43.480,0.95,49.3,1.03,421
Compressor Array,D-003,2026-03-11T22:13:14.187Z,403.0,399.4,403.7,15.35,19.97,18.77,21.74,329.240,32.924,0.87,50.6,0.77,419
JMS Industrial,TX-JMS,2026-03-11T22:18:14.187Z,403.3,400.1,401.5,17.54,16.97,15.51,20.09,405.944,40.594,0.95,42.5,0.63,413
EBOOT CNC,TX-EBOOT,2026-03-11T22:18:14.187Z,400.5,400.0,404.2,19.07,17.19,17.84,21.73,372.311,37.231,0.93,69.3,1.53,474
SARA Mill,TX-SARA,2026-03-11T22:18:14.187Z,399.4,401.8,401.3,15.33,18.95,19.35,21.50,436.592,43.659,0.94,42.5,0.97,415
Compressor Array,D-003,2026-03-11T22:18:14.187Z,404.0,399.1,400.7,15.39,17.82,19.96,21.33,331.018,33.102,0.88,65.9,0.93,402
JMS Industrial,TX-JMS,2026-03-11T22:23:14.187Z,403.3,402.2,398.8,15.36,17.76,19.11,20.96,407.690,40.769,0.94,45.7,1.36,402
EBOOT CNC,TX-EBOOT,2026-03-11T22:23:14.187Z,397.2,399.5,404.4,16.18,18.73,18.86,21.54,374.106,37.411,0.95,42.3,1.30,462
SARA Mill,TX-SARA,2026-03-11T22:23:14.187Z,395.7,401.7,397.7,19.55,16.71,19.76,22.30,438.451,43.845,0.88,64.6,1.66,463
Compressor Array,D-003,2026-03-11T22:23:14.187Z,404.7,400.6,400.0,19.69,17.43,18.24,22.25,332.872,33.287,0.87,40.4,1.67,456
JMS Industrial,TX-JMS,2026-03-11T22:28:14.187Z,403.1,399.2,398.8,18.14,19.29,19.13,22.64,409.577,40.958,0.87,67.9,1.27,446
EBOOT CNC,TX-EBOOT,2026-03-11T22:28:14.187Z,403.4,398.4,402.9,15.23,18.07,19.27,21.10,375.865,37.586,0.95,55.0,1.80,468
SARA Mill,TX-SARA,2026-03-11T22:28:14.187Z,397.6,401.1,397.4,15.35,17.09,16.39,19.47,440.073,44.007,0.91,51.8,0.25,423
Compressor Array,D-003,2026-03-11T22:28:14.187Z,404.8,398.1,397.1,16.95,16.67,16.71,20.14,334.550,33.455,0.88,45.1,2.13,433
JMS Industrial,TX-JMS,2026-03-11T22:33:14.187Z,396.8,402.6,397.5,18.39,19.22,19.57,22.81,411.478,41.148,0.95,52.5,1.61,406
EBOOT CNC,TX-EBOOT,2026-03-11T22:33:14.187Z,395.1,401.8,396.2,19.95,17.70,19.12,22.57,377.746,37.775,0.91,56.3,0.36,499
SARA Mill,TX-SARA,2026-03-11T22:33:14.187Z,401.1,402.6,403.8,18.82,18.64,17.35,22.06,441.912,44.191,0.89,41.3,0.41,461
Compressor Array,D-003,2026-03-11T22:33:14.187Z,400.3,401.6,397.6,16.83,15.22,18.19,20.08,336.223,33.622,0.88,47.7,1.95,496
JMS Industrial,TX-JMS,2026-03-11T22:38:14.187Z,403.6,404.3,397.5,17.98,16.16,16.13,20.20,413.161,41.316,0.94,63.0,0.29,463
EBOOT CNC,TX-EBOOT,2026-03-11T22:38:14.187Z,403.0,403.4,399.9,16.76,15.19,19.07,20.51,379.455,37.945,0.90,64.8,0.98,433
SARA Mill,TX-SARA,2026-03-11T22:38:14.187Z,402.8,403.7,398.6,19.29,16.29,19.48,22.11,443.754,44.375,0.93,52.4,1.06,466
Compressor Array,D-003,2026-03-11T22:38:14.187Z,402.5,403.4,396.2,18.40,15.28,19.92,21.46,338.012,33.801,0.92,55.4,1.98,491
JMS Industrial,TX-JMS,2026-03-11T22:43:14.187Z,396.3,402.6,400.0,19.82,18.21,19.79,23.10,415.086,41.509,0.88,59.7,0.36,486
EBOOT CNC,TX-EBOOT,2026-03-11T22:43:14.187Z,400.6,397.4,404.6,15.72,19.90,15.97,20.66,381.177,38.118,0.91,43.8,0.52,433
SARA Mill,TX-SARA,2026-03-11T22:43:14.187Z,402.5,402.3,401.3,18.10,19.46,16.01,21.54,445.550,44.555,0.92,59.2,1.23,416
Compressor Array,D-003,2026-03-11T22:43:14.187Z,400.6,400.1,396.4,17.47,18.34,15.20,20.36,339.708,33.971,0.88,43.2,0.33,455
JMS Industrial,TX-JMS,2026-03-11T22:48:14.187Z,396.1,395.1,398.8,19.07,16.83,17.82,21.31,416.862,41.686,0.88,68.3,1.80,405
EBOOT CNC,TX-EBOOT,2026-03-11T22:48:14.187Z,401.6,403.6,397.8,19.01,17.33,18.45,21.97,383.007,38.301,0.89,62.1,1.95,499
SARA Mill,TX-SARA,2026-03-11T22:48:14.187Z,400.4,403.0,400.0,15.67,19.92,16.71,20.99,447.299,44.730,0.86,55.0,1.68,437
Compressor Array,D-003,2026-03-11T22:48:14.187Z,404.1,395.4,402.7,17.96,17.42,15.47,20.38,341.407,34.141,0.94,57.4,1.66,413
JMS Industrial,TX-JMS,2026-03-11T22:53:14.187Z,395.4,397.6,395.8,15.05,19.21,17.20,20.40,418.562,41.856,0.88,53.8,0.55,463
EBOOT CNC,TX-EBOOT,2026-03-11T22:53:14.187Z,402.3,398.2,398.3,18.79,15.03,17.35,20.45,384.712,38.471,0.87,55.8,0.55,425
SARA Mill,TX-SARA,2026-03-11T22:53:14.187Z,402.3,402.3,400.1,16.74,18.15,16.12,20.48,449.006,44.901,0.88,49.0,2.12,487
Compressor Array,D-003,2026-03-11T22:53:14.187Z,404.4,402.9,397.9,17.06,16.51,19.79,21.43,343.192,34.319,0.90,65.8,1.30,446
JMS Industrial,TX-JMS,2026-03-11T22:58:14.187Z,402.8,397.5,400.3,19.96,19.81,18.21,23.20,420.495,42.050,0.91,46.3,1.09,417
EBOOT CNC,TX-EBOOT,2026-03-11T22:58:14.187Z,402.5,400.1,399.5,18.06,15.18,15.09,19.37,386.326,38.633,0.93,49.8,2.09,468
SARA Mill,TX-SARA,2026-03-11T22:58:14.187Z,399.9,398.4,395.8,19.83,16.24,16.24,20.83,450.741,45.074,0.85,56.1,1.79,463
Compressor Array,D-003,2026-03-11T22:58:14.187Z,400.0,399.8,400.7,17.43,16.66,19.76,21.55,344.988,34.499,0.86,61.0,1.21,448
JMS Industrial,TX-JMS,2026-03-11T23:03:14.187Z,404.8,397.8,402.1,17.52,18.82,19.38,22.37,422.360,42.236,0.95,43.5,0.66,491
EBOOT CNC,TX-EBOOT,2026-03-11T23:03:14.187Z,398.4,397.8,400.1,15.24,15.32,18.66,19.63,387.962,38.796,0.89,49.3,2.05,469
SARA Mill,TX-SARA,2026-03-11T23:03:14.187Z,397.9,401.0,400.7,17.49,19.82,17.66,21.98,452.573,45.257,0.90,47.2,2.11,458
Compressor Array,D-003,2026-03-11T23:03:14.187Z,399.4,403.0,396.1,16.96,19.80,18.94,22.25,346.843,34.684,0.86,48.5,2.07,494
JMS Industrial,TX-JMS,2026-03-11T23:08:14.187Z,398.8,404.6,395.6,16.58,15.86,15.97,19.35,423.972,42.397,0.88,45.7,0.88,449
EBOOT CNC,TX-EBOOT,2026-03-11T23:08:14.187Z,404.9,401.2,400.7,18.79,17.81,15.61,21.01,389.712,38.971,0.91,66.3,0.38,473
SARA Mill,TX-SARA,2026-03-11T23:08:14.187Z,399.1,397.8,396.1,16.46,19.62,15.99,20.71,454.299,45.430,0.92,50.6,1.79,434
Compressor Array,D-003,2026-03-11T23:08:14.187Z,399.1,397.7,404.1,19.60,15.04,16.43,20.44,348.546,34.855,0.91,67.8,2.03,437
JMS Industrial,TX-JMS,2026-03-11T23:13:14.187Z,403.5,395.3,404.3,17.52,17.46,16.96,20.83,425.708,42.571,0.94,40.9,2.16,490
EBOOT CNC,TX-EBOOT,2026-03-11T23:13:14.187Z,396.8,404.3,398.3,17.66,19.95,19.30,22.76,391.609,39.161,0.87,50.4,1.02,458
SARA Mill,TX-SARA,2026-03-11T23:13:14.187Z,402.3,403.9,397.4,16.86,17.62,17.57,20.88,456.039,45.604,0.89,60.2,1.80,425
Compressor Array,D-003,2026-03-11T23:13:14.187Z,397.7,397.2,401.6,18.69,19.25,16.70,21.78,350.362,35.036,0.89,40.2,1.53,479
JMS Industrial,TX-JMS,2026-03-11T23:18:14.187Z,403.8,398.8,397.0,18.69,19.70,16.59,21.99,427.540,42.754,0.88,61.2,0.79,498
EBOOT CNC,TX-EBOOT,2026-03-11T23:18:14.187Z,399.3,397.6,395.2,18.35,19.10,15.28,20.96,393.356,39.336,0.92,64.3,1.32,408
SARA Mill,TX-SARA,2026-03-11T23:18:14.187Z,399.3,399.0,402.8,17.77,19.26,18.11,22.08,457.879,45.788,0.94,41.1,0.28,474
Compressor Array,D-003,2026-03-11T23:18:14.187Z,402.1,404.0,400.2,16.36,15.12,19.75,20.59,352.077,35.208,0.87,52.4,1.49,479
JMS Industrial,TX-JMS,2026-03-11T23:23:14.187Z,396.3,400.8,398.8,17.56,15.88,19.22,20.99,429.289,42.929,0.94,52.5,1.18,410
EBOOT CNC,TX-EBOOT,2026-03-11T23:23:14.187Z,401.5,396.2,400.1,19.32,17.60,18.71,22.22,395.207,39.521,0.87,47.7,1.82,480
SARA Mill,TX-SARA,2026-03-11T23:23:14.187Z,403.7,398.8,400.5,17.67,19.88,18.57,22.50,459.754,45.975,0.93,60.5,1.03,447
Compressor Array,D-003,2026-03-11T23:23:14.187Z,399.6,402.9,404.7,19.60,19.72,16.96,22.64,353.964,35.396,0.87,55.4,1.65,430
JMS Industrial,TX-JMS,2026-03-11T23:28:14.187Z,399.3,403.2,399.4,17.09,17.58,16.70,20.59,431.005,43.100,0.92,40.2,1.44,432
EBOOT CNC,TX-EBOOT,2026-03-11T23:28:14.187Z,404.1,396.7,404.3,18.84,18.22,19.30,22.64,397.094,39.709,0.87,50.1,2.19,466
SARA Mill,TX-SARA,2026-03-11T23:28:14.187Z,401.3,400.6,397.4,19.85,15.89,18.65,21.74,461.566,46.157,0.86,61.5,1.11,452
Compressor Array,D-003,2026-03-11T23:28:14.187Z,400.4,396.6,397.5,15.03,18.29,15.61,19.48,355.587,35.559,0.87,52.7,0.33,455
JMS Industrial,TX-JMS,2026-03-11T23:33:14.187Z,397.7,402.1,402.2,19.98,17.45,19.96,22.99,432.920,43.292,0.86,50.9,0.39,464
EBOOT CNC,TX-EBOOT,2026-03-11T23:33:14.187Z,400.9,395.3,400.6,19.38,15.34,19.62,21.69,398.902,39.890,0.91,65.5,1.80,446
SARA Mill,TX-SARA,2026-03-11T23:33:14.187Z,403.3,397.4,404.2,15.32,16.67,17.62,19.92,463.226,46.323,0.94,43.1,1.24,410
Compressor Array,D-003,2026-03-11T23:33:14.187Z,404.8,400.1,401.8,19.16,17.37,17.17,21.60,357.387,35.739,0.95,63.2,1.78,448
JMS Industrial,TX-JMS,2026-03-11T23:38:14.187Z,396.5,395.4,401.7,18.76,16.87,15.11,20.18,434.602,43.460,0.92,56.2,0.30,435
EBOOT CNC,TX-EBOOT,2026-03-11T23:38:14.187Z,405.0,397.2,401.5,15.39,16.72,16.93,19.67,400.542,40.054,0.93,48.0,1.49,426
SARA Mill,TX-SARA,2026-03-11T23:38:14.187Z,396.5,398.6,402.5,15.88,19.48,19.75,22.01,465.060,46.506,0.88,63.5,0.50,448
Compressor Array,D-003,2026-03-11T23:38:14.187Z,397.3,404.9,403.7,17.59,17.24,17.18,20.91,359.130,35.913,0.88,50.5,0.20,439
JMS Industrial,TX-JMS,2026-03-11T23:43:14.187Z,401.8,398.7,398.1,16.21,15.15,18.64,19.97,436.266,43.627,0.94,41.0,0.59,484
EBOOT CNC,TX-EBOOT,2026-03-11T23:43:14.187Z,401.0,401.0,404.0,17.40,15.30,19.74,21.09,402.299,40.230,0.89,69.6,0.44,498
SARA Mill,TX-SARA,2026-03-11T23:43:14.187Z,403.9,398.4,400.0,19.33,18.29,16.88,21.85,466.881,46.688,0.94,46.6,1.19,426
Compressor Array,D-003,2026-03-11T23:43:14.187Z,403.9,399.7,404.5,16.67,19.48,18.35,21.94,360.958,36.096,0.90,55.6,0.93,427
JMS Industrial,TX-JMS,2026-03-11T23:48:14.187Z,403.3,398.2,395.5,16.85,17.99,19.96,21.86,438.088,43.809,0.89,57.1,1.55,447
EBOOT CNC,TX-EBOOT,2026-03-11T23:48:14.187Z,399.6,404.8,396.8,16.01,19.06,17.78,21.17,404.063,40.406,0.90,67.4,0.66,469
SARA Mill,TX-SARA,2026-03-11T23:48:14.187Z,400.8,403.7,401.9,15.75,17.61,16.14,19.91,468.540,46.854,0.86,54.2,0.93,488
Compressor Array,D-003,2026-03-11T23:48:14.187Z,396.9,400.1,395.6,16.43,19.62,15.84,20.64,362.678,36.268,0.91,50.6,2.07,483
JMS Industrial,TX-JMS,2026-03-11T23:53:14.187Z,395.7,400.2,402.1,17.84,17.06,17.28,20.83,439.824,43.982,0.95,64.7,1.11,499
EBOOT CNC,TX-EBOOT,2026-03-11T23:53:14.187Z,397.8,402.6,403.1,19.19,19.16,19.73,23.30,406.004,40.600,0.92,47.2,1.02,464
SARA Mill,TX-SARA,2026-03-11T23:53:14.187Z,402.8,404.3,400.2,18.03,17.87,19.57,22.32,470.400,47.040,0.93,52.1,0.35,422
Compressor Array,D-003,2026-03-11T23:53:14.187Z,399.5,400.7,400.2,19.46,16.75,19.65,22.35,364.541,36.454,0.90,43.7,0.92,482
JMS Industrial,TX-JMS,2026-03-11T23:58:14.187Z,401.1,396.7,403.6,15.02,18.91,19.90,21.56,441.620,44.162,0.85,48.6,2.08,499
EBOOT CNC,TX-EBOOT,2026-03-11T23:58:14.187Z,402.2,399.3,404.3,16.12,17.05,18.62,20.82,407.739,40.774,0.85,63.3,0.36,439
SARA Mill,TX-SARA,2026-03-11T23:58:14.187Z,399.1,402.8,397.2,16.86,15.09,17.26,19.66,472.038,47.204,0.95,45.7,1.28,410
Compressor Array,D-003,2026-03-11T23:58:14.187Z,403.8,402.8,398.3,18.49,19.06,15.39,21.28,366.314,36.631,0.85,64.7,1.17,496
JMS Industrial,TX-JMS,2026-03-12T00:03:14.187Z,395.7,398.7,397.5,17.28,16.76,18.97,21.06,443.375,44.338,0.88,47.0,0.91,433
EBOOT CNC,TX-EBOOT,2026-03-12T00:03:14.187Z,402.6,402.5,395.0,17.11,15.99,16.55,19.86,409.394,40.939,0.94,69.9,2.20,481
SARA Mill,TX-SARA,2026-03-12T00:03:14.187Z,399.1,402.6,400.6,16.24,19.60,18.86,21.93,473.866,47.387,0.90,52.1,1.04,419
Compressor Array,D-003,2026-03-12T00:03:14.187Z,396.6,404.4,396.1,19.82,15.99,19.30,21.97,368.145,36.814,0.92,48.3,1.37,422
